"85668","IDIS 230","01","Sports Law","","","","","Y","3","2:00 pm-2:50 pm","MWF","Fredericksburg","WOOD","249","Kinsley K",""
"86235","IDIS 301","01","Sport Psychology","","","Y","","","3","9:30 am-10:45 am","TR","Fredericksburg","MERC","201","Steckler D",""
"87896","IDIS 307","01","How Things Work: Eng & Design","Y","","","","","3","4:00 pm-4:50 pm","MWF","Fredericksburg","TRIN","107B","Meadows G",""
"87752","IDIS 350V","01","Intl Persp Civic Engmt: Nepal","Y","","","CE","","3","6:00 pm-8:45 pm","T","Fredericksburg","MONR","211","Rettinger DHirshberg D",""
"87893","IDIS 400B","01","Community Power","","","Y","","","3","10:00 am-10:50 am","MWF","Fredericksburg","MONR","213","Martin L","View"
"80528","ITAL 101","01","Beginning Italian I","","","","","","3","2:00 pm-2:50 pm","MWF","Fredericksburg","CMBS","214","Schneider F",""
"83927","ITAL 101","02","Beginning Italian I","","","","","","3","3:00 pm-3:50 pm","MWF","Fredericksburg","CMBS","214","Schneider F",""
"80529","ITAL 201","01","Intermediate Italian II","","","","","","3","9:00 am-9:50 am","MWF","Fredericksburg","CMBS","003","Schneider F",""
"87875","ITAL 396","01","Lit: Masterpieces Renaissanc","","","","","","3","11:00 am-11:50 am","MWF","Fredericksburg","CMBS","236","Schneider F",""
"80729","LATN 101","01","Elementary Latin","","","","","","3","11:00 am-12:15 pm","TR","Fredericksburg","TRIN","207","Romero J",""
"80730","LATN 101","02","Elementary Latin","","","","","","3","9:00 am-9:50 am","MWF","Fredericksburg","TRIN","207","Heimbach E",""
"84946","LATN 101","03","Elementary Latin","","","","","","3","10:00 am-10:50 am","MWF","Fredericksburg","TRIN","207","Heimbach E",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"86718","LATN 101","04","Elementary Latin","","","","","","3","2:00 pm-2:50 pm","MWF","Fredericksburg","TRIN","207","Staff A",""
"80732","LATN 201","01","Intermediate Latin","","","Y","","","3","11:00 am-11:50 am","MWF","Fredericksburg","TRIN","207","Pitts A",""
"85537","LATN 201","02","Intermediate Latin","","","Y","","","3","2:00 pm-2:50 pm","MWF","Fredericksburg","TRIN","138","Pitts A",""
"87772","LATN 201","03","Intermediate Latin","","","Y","","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","TRIN","207","Heimbach E",""
"87900","LATN 357","01","Horace","","","Y","","","3","9:30 am-10:45 am","TR","Fredericksburg","TRIN","243","Romero J",""
"80277","LING 101B","01","Intro to Linguistics","","","","HN","","3","9:30 am-10:45 am","TR","Fredericksburg","CMBS","111","Lee J",""
"80281","LING 101B","02","Intro to Linguistics","","","","HN","","3","11:00 am-12:15 pm","TR","Fredericksburg","CMBS","111","Lee J",""
"82468","LING 101B","03","Intro to Linguistics","","","","","","3","9:00 am-9:50 am","MWF","Fredericksburg","CMBS","001","Fallon P",""
"83300","LING 101B","04","Intro to Linguistics","","","","","","3","10:00 am-10:50 am","MWF","Fredericksburg","CMBS","001","Fallon P",""
"87844","LING 101B","05","Intro to Linguistics","","","","","","3","11:00 am-12:15 pm","TR","Fredericksburg","CMBS","004","Parker J",""
"86835","LING 301A","01","Intro Psycholinguistics","","","Y","SI","","3","2:00 pm-3:15 pm","TR","Fredericksburg","CMBS","112","Parker J",""
"83302","LING 302","01","Soc & Anthrop Ling","","","Y","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","CMBS","139","Lee J",""
"87845","LING 310","01","History of English Language","","","Y","","","3","9:30 am-10:45 am","TR","Fredericksburg","CMBS","004","Fallon P",""
"87846","LING 470T","01","Lang, Rape,& Intersectionality","","","Y","","","3","3:30 pm-4:45 pm","TR","Fredericksburg","CMBS","322","Parker J",""
"84498","LRSP 201","01","Accounting for Managers","","","","","Y","3","6:00 pm-8:30 pm","T","Stafford","STSB","106","Ilk J",""
"84987","LRSP 344","01","Financial Management","","","Y","","Y","3","6:00 pm-8:30 pm","M","Fredericksburg","WOOD","132","Strassheim R",""
"81379","LRSP 412","01","Marketing for Managers","","","","","Y","3","3:30 pm-4:45 pm","TR","Fredericksburg","WOOD","202","Yoon E","View"
"80347","MATH 110","01","Finite Math with Applications","","","","SI","","3","9:00 am-9:50 am","MWF","Fredericksburg","TRIN","119","Sheckels M",""
"80348","MATH 110","02","Finite Math with Applications","","","","SI","","3","10:00 am-10:50 am","MWF","Fredericksburg","TRIN","119","Sheckels M",""
"80349","MATH 110","03","Finite Math with Applications","","","","","","3","6:00 pm-7:15 pm","MW","Fredericksburg","TRIN","140","Wilson A",""
"87717","MATH 110","04","Finite Math with Applications","","","","","","3","7:30 pm-8:45 pm","MW","Fredericksburg","TRIN","140","Wilson A",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"82834","MATH 111","01","Precalculus","","","","","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","TRIN","B36","Magee J",""
"80359","MATH 115A","01","Intr Math Modeling","","","","SI","","3","8:00 am-8:50 am","MWF","Fredericksburg","TRIN","140","Brown B",""
"80360","MATH 115A","02","Intr Math Modeling","","","","SI","","3","9:00 am-9:50 am","MWF","Fredericksburg","TRIN","140","Brown B",""
"80362","MATH 115A","03","Intr Math Modeling","","","","SI","","3","8:00 am-9:15 am","TR","Fredericksburg","TRIN","210","Collins J",""
"81476","MATH 115A","04","Intr Math Modeling","","","","SI","","3","9:30 am-10:45 am","TR","Fredericksburg","TRIN","210","Collins J",""
"80363","MATH 121","01","Calculus I","","","","","","4","11:00 am-12:15 pm10:00 am-10:50 am","TRW","Fredericksburg","TRINTRIN","210140","Magee J",""
"80364","MATH 121","02","Calculus I","","","","","","4","12:30 pm-1:45 pm11:00 am-11:50 am","TRW","Fredericksburg","TRINTRIN","210140","Magee J",""
"80365","MATH 121","03","Calculus I","","","","","","4","12:30 pm-1:45 pm12:00 pm-12:50 pm","TRF","Fredericksburg","TRINTRIN","140140","Lee J",""
"80366","MATH 121","04","Calculus I","","","","","","4","2:00 pm-3:15 pm1:00 pm-1:50 pm","TRF","Fredericksburg","TRINTRIN","140140","Lee J",""
"80371","MATH 122","01","Calculus II","","","Y","","","4","10:00 am-10:50 am9:30 am-10:45 am","MTR","Fredericksburg","TRINTRIN","140140","Konieczny J",""
"83981","MATH 122","02","Calculus II","","","Y","","","4","11:00 am-12:15 pm11:00 am-11:50 am","TRM","Fredericksburg","TRINTRIN","140140","Konieczny J",""
"82529","MATH 201","01","Intro to Discrete Mathematics","","","","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","TRIN","B36","Lehman J",""
"84370","MATH 201","02","Intro to Discrete Mathematics","","","","","","3","3:30 pm-4:45 pm","TR","Fredericksburg","TRIN","B36","Lehman J",""
"80385","MATH 204","01","Math Concepts & Methods I","","","Y","","Y","4","6:00 pm-8:45 pm","W","Fredericksburg","TRIN","B36","Yocum-Greene K",""
"85180","MATH 204","02","Math Concepts & Methods I","","","Y","","Y","4","11:00 am-12:15 pm","TR","Fredericksburg","TRIN","107B","Schultz K",""
"87198","MATH 207","01","History of Math","","","","WI","","3","8:00 am-9:15 am","TR","Fredericksburg","TRIN","138","Sumner S",""
"80390","MATH 224A","01","Multivariable Calc","","","Y","","","4","12:00 pm-12:50 pm11:00 am-12:15 pm","WTR","Fredericksburg","TRINTRIN","140B36","Chiang Y",""
"80391","MATH 300","01","Linear Algebra","","","Y","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","TRIN","119","Chiang Y",""
"80392","MATH 300","02","Linear Algebra","","","Y","","","3","3:30 pm-4:45 pm","TR","Fredericksburg","TRIN","119","Chiang Y",""
"87714","MATH 312","01","Differential Equations","","","Y","","","3","8:00 am-8:50 am","MWF","Fredericksburg","TRIN","138","Sumner S",""
"86138","MATH 321","01","Number Theory","","","Y","SI","","3","3:00 pm-3:50 pm","MWF","Fredericksburg","TRIN","119","Lehman J",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"86666","MATH 330","01","Foundations of Advanced Math","","","Y","WI","","3","11:00 am-11:50 am","MWF","Fredericksburg","TRIN","B36","Collins J",""
"87715","MATH 421","01","Applied Partial Diff Equations","","","Y","","","3","10:00 am-10:50 am","MWF","Fredericksburg","TRIN","B36","Collins J",""
"80398","MATH 431","01","Abstract Algebra","","","Y","WI","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","TRIN","B36","Lehman J",""
"80399","MATH 432","01","Abstract Algebra","","","Y","WI","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","TRIN","119","Konieczny J",""
"87901","MATH 441A","01","Topology","","","Y","","","3","11:00 am-11:50 am","MWF","Fredericksburg","TRIN","119","Helmstutler R",""
"80401","MATH 471","01","Real Analysis","","","Y","","","3","2:00 pm-2:50 pm","MWF","Fredericksburg","TRIN","119","Lee J",""
"87905","MATH 491B","01","Directed Study","Y","","","","","1","TBA","TBA","Fredericksburg","TBA","TBA","Helmstutler R",""
"87382","MDFL 201G","01","Anime, Film, & Lit of Japan","","","","WI","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","CMBS","237","Rabson S",""
"87123","MGMT 301","01","Principles of Management","","","","","Y","3","8:00 am-9:15 am","TR","Fredericksburg","WOOD","149","Deosthali K",""
"85815","MGMT 301","02","Principles of Management","","","","","Y","3","12:30 pm-1:45 pm","TR","Fredericksburg","WOOD","149","Deosthali K",""
"87739","MGMT 301","03","Principles of Management","","","","","Y","3","2:00 pm-3:15 pm","TR","Fredericksburg","WOOD","133","Gower K",""
"86616","MGMT 301","04","Principles of Management","","","","","Y","3","TBA","TBA","Fredericksburg","ON","LINE","Dunn A",""
"87768","MGMT 301","05","Principles of Management","","","","","Y","3","9:30 am-10:45 am","TR","Fredericksburg","WOOD","149","Deosthali K",""
"85632","MGMT 345","01","Organizational Behavior","","","Y","","Y","3","9:00 am-9:50 am","MWF","Fredericksburg","WOOD","133","Dunn A","View"
"85633","MGMT 345","02","Organizational Behavior","","","Y","","Y","3","12:00 pm-12:50 pm","MWF","Fredericksburg","WOOD","133","Dunn A","View"
"87124","MGMT 346","01","Hum Resource Mgmt","","","Y","","Y","3","11:00 am-11:50 am","MWF","Fredericksburg","WOOD","133","Dunn A","View"
"86212","MGMT 347","01","Organizational Develp & Change","","","Y","","Y","3","TBA","TBA","Fredericksburg","ON","LINE","Deosthali K","View"
"87894","MGMT 421","01","Entrepreneurial Venture Creati","","","Y","","Y","3","6:00 pm-8:45 pm","T","Fredericksburg","WOOD","249","Staff A","View"
"87120","MGMT 440","01","Intro to Project Management","","","Y","","Y","3","11:00 am-12:15 pm","TR","Fredericksburg","WOOD","149","Burrow J",""
"85822","MGMT 460","01","Creative Thinking for Managers","","","","","Y","3","12:00 pm-12:50 pm","MWF","Fredericksburg","WOOD","132","Marsh J",""
"85823","MGMT 490","01","Strategic Management","","","Y","WI","Y","3","10:00 am-10:50 am","MWF","Fredericksburg","WOOD","249","Richardson W",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"85824","MGMT 490","02","Strategic Management","","","Y","WI","Y","3","11:00 am-11:50 am","MWF","Fredericksburg","WOOD","249","Richardson W",""
"87943","MGMT 490","03","Strategic Management","","","Y","WI","Y","3","2:00 pm-2:50 pm","MWF","Fredericksburg","WOOD","132","Chen W",""
"85613","MIST 201","01","Mgmt Information Syst & Applic","","","","","Y","3","3:30 pm-4:45 pm","TR","Fredericksburg","WOOD","211","Lapke M",""
"85614","MIST 201","02","Mgmt Information Syst & Applic","","","","","Y","3","9:30 am-10:45 am","TR","Fredericksburg","WOOD","211","Lapke M",""
"85615","MIST 201","03","Mgmt Information Syst & Applic","","","","","Y","3","2:00 pm-3:15 pm","TR","Fredericksburg","WOOD","211","Lapke M",""
"86621","MIST 350","01","Database Management Systems","","","Y","","Y","3","11:00 am-12:15 pm","TR","Fredericksburg","WOOD","211","Lapke M",""
"87126","MKTG 301","01","Principles of Marketing","","","Y","","Y","3","3:30 pm-4:45 pm","TR","Fredericksburg","WOOD","202","Yoon E","View"
"85627","MKTG 301","02","Principles of Marketing","","","Y","","Y","3","11:00 am-12:15 pm","TR","Fredericksburg","WOOD","249","Yoon E",""
"85626","MKTG 301","03","Principles of Marketing","","","Y","","Y","3","1:00 pm-1:50 pm","MWF","Fredericksburg","WOOD","202","Wolfe D",""
"86216","MKTG 411","01","Marketing Research","","","Y","CE","Y","3","12:00 pm-12:50 pm","MWF","Fredericksburg","WOOD","211","Majid K",""
"87754","MKTG 411","02","Marketing Research","","","Y","CE","Y","3","2:00 pm-2:50 pm","MWF","Fredericksburg","WOOD","211","Majid K",""
"85825","MKTG 420","01","Negotiation","","","Y","SI","Y","3","12:30 pm-1:45 pm","TR","Fredericksburg","WOOD","132","Oxford S",""
"87895","MKTG 421","01","Entrepreneurial Venture Creati","","","Y","","Y","3","6:00 pm-8:45 pm","T","Fredericksburg","WOOD","249","Staff A","View"
"85645","MKTG 450","01","Consumer Behavior","","","Y","","Y","3","9:30 am-10:45 am","TR","Fredericksburg","WOOD","249","Yoon E",""
"86217","MKTG 450","02","Consumer Behavior","","","Y","","Y","3","2:00 pm-3:15 pm","TR","Fredericksburg","WOOD","249","Yoon E",""
"87911","MKTG 460","01","International Marketing","","","Y","","Y","3","8:00 am-9:15 am","TR","Fredericksburg","WOOD","249","Wolfe D",""
"87914","MKTG 471E","01","Social Media Marketing","","","","","Y","3","11:00 am-11:50 am","MWF","Fredericksburg","WOOD","149","Majid K",""
"87391","MKTG 490","01","Marketing Strategy","","","Y","","Y","3","1:00 pm-1:50 pm","MWF","Fredericksburg","WOOD","133","Richardson W",""
"85804","MSCI 101","01","Leadership Skills I","","","","","","1","9:00 am-10:15 am","M","Fredericksburg Off Campus","TBA","TBA","Sipe T",""
"83000","MSCI 101","02","Leadership Skills I","","","","","","1","3:00 pm-4:15 pm","W","Fredericksburg Off Campus","TBA","TBA","Sipe T",""
"85805","MSCI 101","03","Leadership Skills I","","","","","","1","9:00 am-10:15 am","R","Fredericksburg Off Campus","TBA","TBA","Sipe T",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"83001","MSCI 201","01","Leadership Skills III","","","Y","","","1","11:30 am-12:45 pm","R","Fredericksburg Off Campus","TBA","TBA","Sipe T",""
"85806","MSCI 201","02","Leadership Skills III","","","Y","","","1","9:00 am-10:15 am","W","Fredericksburg Off Campus","TBA","TBA","Sipe T",""
"83002","MSCI 301","01","Applied Leadership I","Y","","Y","","","1","8:00 am-10:45 am","T","Fredericksburg Off Campus","TBA","TBA","Sipe T",""
"83003","MSCI 401","01","Leadership & Management","Y","","Y","","","1","11:00 am-2:45 pm","T","Fredericksburg Off Campus","TBA","TBA","Sipe T",""
"81024","MUHL 152","01","Music and Society","","","","","","3","9:30 am-10:45 am","TR","Fredericksburg","POLL","213","Ryder C",""
"83826","MUHL 152","02","Music and Society","","","","","","3","10:00 am-10:50 am","MWF","Fredericksburg","POLL","304","Roach D",""
"86879","MUHL 152","03","Music and Society","","","","","","3","12:00 pm-12:50 pm","MWF","Fredericksburg","POLL","304","Tavernier J",""
"86345","MUHL 154","01","Musics of the World","","","","","","3","12:30 pm-1:45 pm","TR","Fredericksburg","POLL","213","Staff A",""
"85769","MUHL 156","01","American Music","","","","","","3","2:00 pm-3:15 pm","TR","Fredericksburg","POLL","304","Bartram K",""
"87310","MUHL 368","01","History of Jazz","","","","","","3","11:00 am-12:15 pm","TR","Fredericksburg","POLL","304","Gately D",""
"87311","MUHL 375","01","Music Hist. I: Genre and Form","","","Y","WI","","3","9:00 am-9:50 am","MWF","Fredericksburg","POLL","304","Kuykendall J",""
"80948","MUPR 201","01","Class Voice I","","","","","","1","11:00 am-12:15 pm","T","Fredericksburg","POLL","220","Ryder C",""
"87855","MUPR 202","01","Class Voice II","Y","","","","","1","11:00 am-12:15 pm","R","Fredericksburg","POLL","220","Ryder C",""
"80955","MUPR 205A","01","Class Piano I","","","","","","1","10:00 am-10:50 am","M","Fredericksburg","POLL","108","Staff A",""
"84051","MUPR 205A","02","Class Piano I","","","","","","1","11:00 am-11:50 am","M","Fredericksburg","POLL","108","Staff A",""
"80956","MUPR 206","01","Class Piano II","","","","","","1","10:00 am-10:50 am","W","Fredericksburg","POLL","108","Staff A",""
"86346","MUPR 206","02","Class Piano II","","","","","","1","11:00 am-11:50 am","W","Fredericksburg","POLL","108","Staff A",""
"80958","MUPR 207A","01","Class Piano III","","","","","","1","12:00 pm-12:50 pm","W","Fredericksburg","POLL","108","Staff A",""
"83034","MUPR 215","01","Class Guitar I","","","","","","1","3:30 pm-4:45 pm","R","Fredericksburg","POLL","127","Middle B",""
"87868","MUPR 225A","01","Class Percussion","","","","","","1","2:00 pm-3:15 pm","W","Fredericksburg","POLL","127","Case M",""
"87858","MUPR 254","01","Chamber Choir","Y","","","","","1","12:00 pm-12:50 pm","MWF","Fredericksburg","POLL","213","Ryder C",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"87865","MUPR 260","01","String Ensemble","","","","","","1","4:55 pm-6:10 pm","T","Fredericksburg","POLL","127","Wassum W",""
"87866","MUPR 261","01","Guitar Ensemble","","","","","","1","5:00 pm-5:50 pm","R","Fredericksburg","POLL","213","Middle B",""
"87862","MUPR 262","01","Flute Ensemble","","","","","","1","4:00 pm-5:59 pm","W","Fredericksburg","POLL","127","Gately D",""
"87860","MUPR 265","01","Jazz Improvisation Workshop","","","","","","1","5:00 pm-5:50 pm","R","Fredericksburg","POLL","127","Gately D",""
"87863","MUPR 268","01","Brass Ensemble","Y","","","","","1","6:00 pm-7:30 pm","M","Fredericksburg","POLL","127","Rawlins P",""
"87867","MUPR 270","01","Percussion Ensemble","Y","","","","","1","2:00 pm-3:15 pm","TR","Fredericksburg","POLL","127","Case M",""
"87869","MUPR 275","01","World Music Workshop","Y","","","","","1","3:00 pm-4:30 pm","M","Fredericksburg","POLL","127","Staff A",""
"80962","MUPR 301","01","Private Voice","Y","","","","","1","TBA","TBA","Fredericksburg","POLL","TBA","Ahearn K",""
"80963","MUPR 301","02","Private Voice","Y","","","","","1","TBA","TBA","Fredericksburg","POLL","TBA","Choi I",""
"84468","MUPR 301","03","Private Voice","Y","","","","","1","TBA","TBA","Fredericksburg","POLL","TBA","Tavernier J",""
"80970","MUPR 305A","01","Private Piano","Y","","","","","1","TBA","TBA","Fredericksburg","POLL","TBA","Steward T",""
"82436","MUPR 305A","02","Private Piano","Y","","","","","1","TBA","TBA","Fredericksburg","POLL","TBA","Gately D",""
"80974","MUPR 309","01","Private Harp","Y","","","","","1","TBA","TBA","Fredericksburg","POLL","TBA","Bauson G",""
"80975","MUPR 310","01","Private Organ","Y","","","","","1","TBA","TBA","Fredericksburg","POLL","TBA","Vreeland J",""
"80977","MUPR 311","01","Private Flute","Y","","","","","1","TBA","TBA","Fredericksburg","POLL","TBA","Gately D",""
"80978","MUPR 312","01","Private Oboe","Y","","","","","1","TBA","TBA","Fredericksburg","POLL","TBA","Staff A",""
"80984","MUPR 313A","01","Private Clarinet","Y","","","","","1","TBA","TBA","Fredericksburg","POLL","TBA","Gately D",""
"80990","MUPR 315","01","Private Saxophone","Y","","","","","1","TBA","TBA","Fredericksburg","POLL","TBA","Gately D",""
"84282","MUPR 321A","01","Private French Horn","Y","","","","","1","TBA","TBA","Fredericksburg","POLL","TBA","Bollino D",""
"80994","MUPR 322","01","Private Trumpet","Y","","","","","1","TBA","TBA","Fredericksburg","POLL","TBA","Huffman K",""
"80995","MUPR 323A","01","Private Trombone","Y","","","","","1","TBA","TBA","Fredericksburg","POLL","TBA","Staff A",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"80996","MUPR 324","01","Private Tuba/Euphonium","Y","","","","","1","TBA","TBA","Fredericksburg","POLL","TBA","Carper G",""
"80997","MUPR 325A","01","Private Percussion","Y","","","","","1","TBA","TBA","Fredericksburg","POLL","TBA","Case M",""
"80998","MUPR 331A","01","Private Violin","Y","","","","","1","TBA","TBA","Fredericksburg","POLL","TBA","Wassum W",""
"81000","MUPR 332","01","Private Viola","Y","","","","","1","TBA","TBA","Fredericksburg","POLL","TBA","Wassum W",""
"81001","MUPR 333B","01","Private Cello","Y","","","","","1","TBA","TBA","Fredericksburg","POLL","TBA","Colburn K",""
"81002","MUPR 334","01","Private Contrabass","Y","","","","","1","TBA","TBA","Fredericksburg","POLL","TBA","Staff A",""
"81003","MUPR 335","01","Private Guitar","Y","","","","","1","TBA","TBA","Fredericksburg","POLL","TBA","Middle B",""
"86968","MUPR 336","01","Private Composition","Y","","","","","1","TBA","TBA","Fredericksburg","POLL","TBA","Staff A",""
"87857","MUPR 350","01","Fredericksburg Singers","","","","","","1","7:00 pm-9:00 pm","T","Fredericksburg","POLL","304","Ryder C",""
"87856","MUPR 352","01","UMW Chorus","","","","","","1","2:00 pm-3:15 pm","TR","Fredericksburg","POLL","213","Ryder C",""
"87859","MUPR 360","01","UMW Philharmonic","","","","","","1","7:00 pm-9:30 pm","T","Fredericksburg","POLL","127","Bartram K",""
"87864","MUPR 362","01","UMW Concert Band","","","","","","1","7:00 pm-9:30 pm","R","Fredericksburg","POLL","127","Gately D",""
"87861","MUPR 365","01","UMW Jazz Ensemble","","","","","","1","6:00 pm-8:00 pm","W","Fredericksburg","POLL","127","Gately D",""
"80564","MUPR 401","01","Private Voice","","","","","","2","TBA","TBA","Fredericksburg","POLL","TBA","Ahearn K",""
"80565","MUPR 401","02","Private Voice","","","","","","2","TBA","TBA","Fredericksburg","POLL","TBA","Choi I",""
"84469","MUPR 401","03","Private Voice","","","","","","2","TBA","TBA","Fredericksburg","POLL","TBA","Tavernier J",""
"80566","MUPR 405","01","Private Piano","Y","","","","","2","TBA","TBA","Fredericksburg","POLL","TBA","Steward T",""
"82097","MUPR 405","02","Private Piano","Y","","","","","2","TBA","TBA","Fredericksburg","POLL","TBA","Gately D",""
"80568","MUPR 409","01","Private Harp","Y","","","","","2","TBA","TBA","Fredericksburg","POLL","TBA","Bauson G",""
"80569","MUPR 410","01","Private Organ","Y","","","","","2","TBA","TBA","Fredericksburg","POLL","TBA","Vreeland J",""
"80570","MUPR 411","01","Private Flute","Y","","","","","2","TBA","TBA","Fredericksburg","POLL","TBA","Gately D",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"80572","MUPR 413","01","Private Clarinet","Y","","","","","2","TBA","TBA","Fredericksburg","POLL","TBA","Gately D",""
"80574","MUPR 415","01","Private Saxophone","Y","","","","","2","TBA","TBA","Fredericksburg","POLL","TBA","Gately D",""
"84474","MUPR 421","01","Private French Horn","Y","","","","","2","TBA","TBA","Fredericksburg","POLL","TBA","Bollino D",""
"80576","MUPR 422","01","Private Trumpet","Y","","","","","2","TBA","TBA","Fredericksburg","POLL","TBA","Huffman K",""
"80577","MUPR 423A","01","Private Trombone","Y","","","","","2","TBA","TBA","Fredericksburg","POLL","TBA","Staff A",""
"81238","MUPR 424","01","Private Tuba/Euphonium","Y","","","","","2","TBA","TBA","Fredericksburg","POLL","TBA","Carper G",""
"80578","MUPR 425","01","Private Percussion","Y","","","","","2","TBA","TBA","Fredericksburg","POLL","TBA","Case M",""
"80579","MUPR 431","01","Private Violin","Y","","","","","2","TBA","TBA","Fredericksburg","POLL","TBA","Wassum W",""
"80580","MUPR 432","01","Private Viola","Y","","","","","2","TBA","TBA","Fredericksburg","POLL","TBA","Wassum W",""
"80581","MUPR 433A","01","Private Cello","Y","","","","","2","TBA","TBA","Fredericksburg","POLL","TBA","Colburn K",""
"80582","MUPR 434","01","Private Contrabass","Y","","","","","2","TBA","TBA","Fredericksburg","POLL","TBA","Staff A",""
"80583","MUPR 435","01","Private Guitar","Y","","","","","2","TBA","TBA","Fredericksburg","POLL","TBA","Middle B",""
"86969","MUPR 436","01","Private Composition","Y","","","","","2","TBA","TBA","Fredericksburg","POLL","TBA","Staff A",""
"85773","MUTC 100","01","Technology for Musicians","","","","","","3","TBA","TBA","Fredericksburg","POLL","TBA","Staff A",""
"87316","MUTC 370","01","Electroacoustic Techniques","","","","","","3","TBA","TBA","Fredericksburg","POLL","TBA","Staff A",""
"85800","MUTH 181A","01","Materls & Sources Musi Theory","","","","","","3","9:00 am-9:50 am","MWF","Fredericksburg","POLL","213","Staff A",""
"85801","MUTH 181A","02","Materls & Sources Musi Theory","","","","","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","POLL","213","Staff A",""
"86349","MUTH 291","01","Chromatic Music Theory","","Y","Y","","","3","11:00 am-11:50 am","MWF","Fredericksburg","POLL","213","Staff A",""
"86350","MUTH 292","01","Chromatic Music theory Skills","","Y","Y","","","1","11:00 am-12:15 pm","TR","Fredericksburg","POLL","213","Staff A",""
"86132","NURS 490","01","Practicum","","","Y","SI,WI","","3","TBA","TBA","Stafford","ON","LINE","Bowles M",""
"85919","PHIL 101","01","Intro to Philosophy","","","","","","3","6:00 pm-7:15 pm","MW","Fredericksburg","TRIN","106A","Vasey C",""
CRN,Course,Sec,Title,POI,CO,PRE,ATR,WL,CR,TIME,Days,Campus,Bldg/s,Room/s,Instructor/s,Additional Requirements
"87257","PHIL 110","01","Intro Law & Legal Writing","","","","","","3","9:00 am-9:50 am","MWF","Fredericksburg","TRIN","138","Richey S",""
"80785","PHIL 151B","01","Introductory Logic","","","","","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","TRIN","106A","Reno M",""
"83484","PHIL 160","01","Intro to Ethics","","","","","","3","2:00 pm-2:50 pm","MWF","Fredericksburg","TRIN","106A","Matzke J",""
"80788","PHIL 201","01","Ancient Greek Phil","","","","","","3","10:00 am-10:50 am","MWF","Fredericksburg","TRIN","106A","Ambuel D",""
"87774","PHIL 318","01","Phil of Religion","","","Y","","","3","1:00 pm-1:50 pm","MWF","Fredericksburg","TRIN","207","Aminrazavi M","View"
"87776","PHIL 320","01","Philosophy of Law I","","","Y","","","3","11:00 am-11:50 am","MWF","Fredericksburg","TRIN","210","Matzke J",""
"87777","PHIL 342","01","Phenomenology","","","Y","SI","","3","12:30 pm-1:45 pm","TR","Fredericksburg","TRIN","138","Vasey C",""
"87289","PHYD 102","01","Basketball-Men","","","","","","1","9:30 am-10:20 am","TR","Fredericksburg","GOOL","TBA","Kahn M","View"
"87293","PHYD 104","01","Basketball-Women","","","","","","1","9:30 am-10:20 am","TR","Fredericksburg","GOOL","TBA","Kahn M","View"
"87722","PHYD 106B","01","Spec. Top: Leisure Time Sports","","","","","","1","11:00 am-12:15 pm","TR","Fredericksburg","GOOL","GYM","Kahn M",""
"87723","PHYD 110","01","Ind Ex:Wgt Trning","","","","","","1","9:00 am-9:50 am","MW","Fredericksburg","GOOL","WTRM","Lawson A",""
"87724","PHYD 110","02","Ind Ex:Wgt Trning","","","","","","1","9:30 am-10:45 am","TR","Fredericksburg","GOOL","WTRM","Lawson A",""
"80018","PHYD 113","01","Individual Exercise","","","","","","1","8:00 am-8:50 am","MW","Fredericksburg","GOOL","AXGM","Conway D","View"
"83306","PHYD 113","02","Individual Exercise","","","","","","1","9:00 am-9:50 am","MW","Fredericksburg","GOOL","AXGM","Conway D","View"
"87725","PHYD 302","01","Basketball-Men","","","Y","","","1","9:30 am-10:20 am","TR","Fredericksburg","GOOL","GYM","Kahn M","View"
